K3_DLT_TRQ_RDCT_STOP_FILT_COEF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0,1.143,2.286,3.429,4.571,5.714,6.857,8,9.143,10.286,11.429,12.571,13.714,14.857,16
