Time,eng_rpm,dsrd_rpm_baro,baro_press,coolant_temp,
86257.37987,1000,653,40,10,
86261.37836,1000,653,40,10,
86265.42687,1000,653,40,10,
86269.38248,1000,653,40,10,
86273.38022,1000,653,40,10,
86277.37594,1000,653,40,10,
86281.37698,1000,653,40,10,
86285.42296,1000,653,40,10,
86289.38624,1000,653,40,10,
86293.38520,1000,653,40,10,
86297.37557,1000,653,40,10,
86301.37549,1000,653,40,10,
86305.42248,1000,653,40,10,
86309.37578,1000,653,40,10,
86313.38569,1000,653,40,10,
86317.37704,1000,653,40,10,
86321.37618,1000,653,40,10,
86325.42276,1000,653,40,10,
86329.38289,1000,653,40,10,
86333.38512,1000,653,40,10,
86337.37787,1000,653,40,10,
86341.37539,1000,653,40,10,
86345.43018,1000,653,40,10,
86349.38701,1000,653,40,10,
86353.38082,1000,653,40,10,
86357.37545,1000,653,40,10,
86361.37571,1000,653,40,10,
86365.42519,1000,653,40,10,
86369.37546,1000,653,40,10,
86373.37897,1000,653,40,10,
86377.38562,1000,653,40,10,
86381.37697,1000,653,40,10,
86385.42221,1000,653,40,10,
86389.38134,1000,653,40,10,
86393.38418,1000,653,40,10,
86397.37938,1000,653,40,10,
86401.37595,1000,653,40,10,
86405.42614,1000,653,40,10,
86409.37768,1000,653,40,10,
86413.37924,1000,653,40,10,
86417.37827,1000,653,40,10,
86421.38475,1000,653,40,10,
86425.43048,1000,653,40,10,
86429.37793,1000,653,40,10,
86433.37779,1000,653,40,10,
86437.38203,1000,653,40,10,
86441.38292,1000,653,40,10,
86445.43260,1000,653,40,10,
86449.38263,1000,653,40,10,
86453.38017,1000,653,40,10,
86457.37883,1000,653,40,10,
86461.38654,1000,653,40,10,
86465.43456,1000,653,40,10,
86469.37595,1000,653,40,10,
86473.38479,1000,653,40,10,
86477.37696,1000,653,40,10,
86481.37787,1000,653,40,10,
86485.42272,1000,653,40,10,
86489.37740,1000,653,40,10,
86493.37853,1000,653,40,10,
86497.37562,1000,653,40,10,
86501.37991,1000,653,40,10,
86505.43000,1000,653,40,10,
86509.37927,1000,653,40,10,
86513.38262,1000,653,40,10,
86517.38493,1000,653,40,10,
86521.38246,1000,653,40,10,
86525.42244,1000,653,40,10,
86529.37726,1000,653,40,10,
86533.38558,1000,653,40,10,
86537.37803,1000,653,40,10,
86541.37882,1000,653,40,10,
86545.42632,1000,653,40,10,
86549.37533,1000,653,40,10,
86553.37708,1000,653,40,10,
86557.37838,1000,653,40,10,
86561.38282,1000,653,40,10,
86565.42267,1000,653,40,10,
86569.38544,1000,653,40,10,
86573.37772,1000,653,40,10,
86577.37653,1000,653,40,10,
86581.37914,1000,653,40,10,
86585.42342,1000,653,40,10,
86589.37997,1000,653,40,10,
86593.37560,1000,653,40,10,
86597.37660,1000,653,40,10,
86601.37640,1000,653,40,10,
86605.42356,1000,653,40,10,
86609.37861,1000,653,40,10,
86613.37555,1000,653,40,10,
86617.37980,1000,653,40,10,
86621.37575,1000,653,40,10,
86625.42633,1000,653,40,10,
86629.37634,1000,653,40,10,
86633.37702,1000,653,40,10,
86637.38233,1000,653,40,10,
86641.38044,1000,653,40,10,
86645.42852,1000,653,40,10,
86649.37657,1000,653,40,10,
86653.38325,1000,653,40,10,
86657.37964,1000,653,40,10,
86661.37615,1000,653,40,10,
86665.42438,1000,653,40,10,
86669.38086,1000,653,40,10,
86673.37699,1000,653,40,10,
86677.38018,1000,653,40,10,
86681.37710,1000,653,40,10,
86685.42357,1000,653,40,10,
86689.37740,1000,653,40,10,
86693.38265,1000,653,40,10,
86697.37936,1000,653,40,10,
86701.37851,1000,653,40,10,
86705.42242,1000,653,40,10,
86709.38113,1000,653,40,10,
86713.37547,1000,653,40,10,
86717.37837,1000,653,40,10,
86721.37560,1000,653,40,10,
86725.42979,1000,653,40,10,
86729.38470,1000,653,40,10,
86733.37587,1000,653,40,10,
86737.37724,1000,653,40,10,
86741.37565,1000,653,40,10,
86745.42447,1000,653,40,10,
86749.37904,1000,653,40,10,
86753.37816,1000,653,40,10,
86757.37992,1000,653,40,10,
86761.37922,1000,653,40,10,
86765.42334,1000,653,40,10,
86769.37562,1000,653,40,10,
86773.37592,1000,653,40,10,
86777.38199,1000,653,40,10,
86781.38170,1000,653,40,10,
86785.43181,1000,653,40,10,
86789.38162,1000,653,40,10,
86793.37916,1000,653,40,10,
86797.38092,1000,653,40,10,
86801.37902,1000,653,40,10,
86805.42635,1000,653,40,10,
86809.38600,1000,653,40,10,
86813.38386,1000,653,40,10,
86817.37608,1000,653,40,10,
86821.37983,1000,653,40,10,
86825.42607,1000,653,40,10,
86829.37707,1000,653,40,10,
86833.37848,1000,653,40,10,
86837.37992,1000,653,40,10,
86841.37683,1000,653,40,10,
86845.43138,1000,653,40,10,
86849.37902,1000,653,40,10,
86853.37937,1000,653,40,10,
86857.37921,1000,653,40,10,
86861.38157,1000,653,40,10,
86865.42310,1000,653,40,10,
86869.38176,1000,653,40,10,
86873.38229,1000,653,40,10,
86877.38245,1000,653,40,10,
86881.38322,1000,653,40,10,
86885.43350,1000,653,40,10,
86889.38291,1000,653,40,10,
86893.37742,1000,653,40,10,
86897.38405,1000,653,40,10,
86901.37921,1000,653,40,10,
86905.42298,1000,653,40,10,
86909.38203,1000,653,40,10,
86913.37638,1000,653,40,10,
86917.37929,1000,653,40,10,
86921.37872,1000,653,40,10,
86925.42349,1000,653,40,10,
86929.38015,1000,653,40,10,
86933.37592,1000,653,40,10,
86937.38028,1000,653,40,10,
86941.37874,1000,653,40,10,
86945.42476,1000,653,40,10,
86949.38009,1000,653,40,10,
86953.38108,1000,653,40,10,
86957.38478,1000,653,40,10,
86961.37977,1000,653,40,10,
86965.42789,1000,653,40,10,
86969.37596,1000,653,40,10,
86973.38028,1000,653,40,10,
86977.37921,1000,653,40,10,
86981.37670,1000,653,40,10,
86985.43472,1000,653,40,10,
86989.38337,1000,653,40,10,
86993.38300,1000,653,40,10,
86997.37672,1000,653,40,10,
87001.38183,1000,653,40,10,
87005.42619,1000,653,40,10,
87009.37633,1000,653,40,10,
87013.37960,1000,653,40,10,
87017.37667,1000,653,40,10,
87021.37803,1000,653,40,10,
87025.42529,1000,653,40,10,
87029.37951,1000,653,40,10,
87033.37798,1000,653,40,10,
87037.37983,1000,653,40,10,
87041.37831,1000,653,40,10,
87045.43120,1000,653,40,10,
87049.37773,1000,653,40,10,
87053.38067,1000,653,40,10,
87057.37656,1000,653,40,10,
87061.38642,1000,653,40,10,
87065.42533,1000,653,40,10,
87069.38601,1000,653,40,10,
87073.37908,1000,653,40,10,
87077.37640,1000,653,40,10,
87081.37622,1000,653,40,10,
87085.42933,1000,653,40,10,
87089.37764,1000,653,40,10,
87093.37654,1000,653,40,10,
87097.38293,1000,653,40,10,
87101.38489,1000,653,40,10,
87105.43477,1000,653,40,10,
87109.37909,1000,653,40,10,
87113.37606,1000,653,40,10,
87117.38433,1000,653,40,10,
87121.37611,1000,653,40,10,
87125.42347,1000,653,40,10,
87129.38267,1000,653,40,10,
87133.37669,1000,653,40,10,
87137.37686,1000,653,40,10,
87141.37638,1000,653,40,10,
87145.43059,1000,653,40,10,
87149.37656,1000,653,40,10,
87153.38013,1000,653,40,10,
87157.37914,1000,653,40,10,
87161.37989,1000,653,40,10,
87165.42621,1000,653,40,10,
87169.38586,1000,653,40,10,
87173.37596,1000,653,40,10,
87177.38026,1000,653,40,10,
87181.37607,1000,653,40,10,
87185.43243,1000,653,40,10,
87189.38286,1000,653,40,10,
87193.37512,1000,653,40,10,
87197.37954,1000,653,40,10,
87201.37586,1000,653,40,10,
87205.42330,1000,653,40,10,
87209.37610,1000,653,40,10,
87213.37944,1000,653,40,10,
87217.38173,1000,653,40,10,
87221.38262,1000,653,40,10,
87225.42712,1000,653,40,10,
87229.37677,1000,653,40,10,
87233.38570,1000,653,40,10,
87237.38109,1000,653,40,10,
87241.38183,1000,653,40,10,
87245.42154,1000,653,40,10,
87249.37882,1000,653,40,10,
87253.37604,1000,653,40,10,
87257.37829,1000,653,40,10,
87261.38394,1000,653,40,10,
87265.42808,1000,653,40,10,
87269.38152,1000,653,40,10,
87273.38350,1000,653,40,10,
87277.38478,1000,653,40,10,
87281.38397,1000,653,40,10,
87285.42471,1000,653,40,10,
87289.38145,1000,653,40,10,
87293.37608,1000,653,40,10,
87297.37726,1000,653,40,10,
87301.37844,1000,653,40,10,
87305.42794,1000,653,40,10,
87309.38096,1000,653,40,10,
87313.37803,1000,653,40,10,
87317.38022,1000,653,40,10,
87321.37922,1000,653,40,10,
87325.42254,1000,653,40,10,
87329.37593,1000,653,40,10,
87333.37822,1000,653,40,10,
87337.37613,1000,653,40,10,
87341.37735,1000,653,40,10,
87345.42659,1000,653,40,10,
87349.38048,1000,653,40,10,
87353.37691,1000,653,40,10,
87357.38258,1000,653,40,10,
87361.37595,1000,653,40,10,
87365.42997,1000,653,40,10,
87369.38544,1000,653,40,10,
87373.38652,1000,653,40,10,
87377.37605,1000,653,40,10,
87381.37536,1000,653,40,10,
87385.42993,1000,653,40,10,
87389.37942,1000,653,40,10,
87393.37582,1000,653,40,10,
87397.38360,1000,653,40,10,
87401.37659,1000,653,40,10,
87405.42583,1000,653,40,10,
87409.38451,1000,653,40,10,
87413.37622,1000,653,40,10,
87417.37639,1000,653,40,10,
87421.37728,1000,653,40,10,
87425.42624,1000,653,40,10,
87429.37593,1000,653,40,10,
87433.37944,1000,653,40,10,
87437.37631,1000,653,40,10,
87441.37591,1000,653,40,10,
87445.42442,1000,653,40,10,
87449.38483,1000,653,40,10,
87453.37596,1000,653,40,10,
87457.37672,1000,653,40,10,
87461.37940,1000,653,40,10,
87465.42569,1000,653,40,10,
87469.37565,1000,653,40,10,
87473.38553,1000,653,40,10,
87477.37569,1000,653,40,10,
87481.37915,1000,653,40,10,
87485.42996,1000,653,40,10,
87489.38301,1000,653,40,10,
87493.37590,1000,653,40,10,
87497.37996,1000,653,40,10,
87501.37714,1000,653,40,10,
87505.43057,1000,653,40,10,
87509.37649,1000,653,40,10,
87513.37590,1000,653,40,10,
87517.38348,1000,653,40,10,
87521.37521,1000,653,40,10,
87525.42380,1000,653,40,10,
87529.37606,1000,653,40,10,
87533.38411,1000,653,40,10,
87537.38381,1000,653,40,10,
87541.37764,1000,653,40,10,
87545.42445,1000,653,40,10,
87549.37868,1000,653,40,10,
87553.37845,1000,653,40,10,
87557.37931,1000,653,40,10,
87561.37573,1000,653,40,10,
87565.42298,1000,653,40,10,
87569.38172,1000,653,40,10,
87573.37566,1000,653,40,10,
87577.38219,1000,653,40,10,
87581.37752,1000,653,40,10,
87585.43201,1000,653,40,10,
87589.37840,1000,653,40,10,
87593.37593,1000,653,40,10,
87597.37541,1000,653,40,10,
87601.38412,1000,653,40,10,
87605.42692,1000,653,40,10,
87609.37772,1000,653,40,10,
87613.38186,1000,653,40,10,
87617.38330,1000,653,40,10,
87621.38183,1000,653,40,10,
87625.42788,1000,653,40,10,
87629.38545,1000,653,40,10,
87633.38133,1000,653,40,10,
87637.38018,1000,653,40,10,
87641.37600,1000,653,40,10,
87645.42654,1000,653,40,10,
87649.38300,1000,653,40,10,
87653.38483,1000,653,40,10,
87657.37573,1000,653,40,10,
87661.38434,1000,653,40,10,
87665.43079,1000,653,40,10,
87669.38523,1000,653,40,10,
87673.38449,1000,653,40,10,
87677.38424,1000,653,40,10,
87681.37958,1000,653,40,10,
87685.42547,1000,653,40,10,
87689.37772,1000,653,40,10,
87693.38133,1000,653,40,10,
87697.38296,1000,653,40,10,
87701.37594,1000,653,40,10,
87705.43127,1000,653,40,10,
87709.38150,1000,653,40,10,
87713.37756,1000,653,40,10,
87717.38394,1000,653,40,10,
87721.37780,1000,653,40,10,
87725.43074,1000,653,40,10,
87729.37598,1000,653,40,10,
87733.38452,1000,653,40,10,
87737.37583,1000,653,40,10,
87741.37615,1000,653,40,10,
87745.42306,1000,653,40,10,
87749.37891,1000,653,40,10,
87753.37616,1000,653,40,10,
87757.38624,1000,653,40,10,
87761.37637,1000,653,40,10,
87765.42449,1000,653,40,10,
87769.38386,1000,653,40,10,
87773.37745,1000,653,40,10,
87777.38093,1000,653,40,10,
87781.37617,1000,653,40,10,
87785.42311,1000,653,40,10,
87789.37668,1000,653,40,10,
87793.38328,1000,653,40,10,
87797.37619,1000,653,40,10,
87801.37619,1000,653,40,10,
87805.42631,1000,653,40,10,
87809.37814,1000,653,40,10,
87813.37624,1000,653,40,10,
87817.38062,1000,653,40,10,
87821.37634,1000,653,40,10,
87825.43047,1000,653,40,10,
87829.37586,1000,653,40,10,
87833.38128,1000,653,40,10,
87837.37581,1000,653,40,10,
87841.37957,1000,653,40,10,
87845.42264,1000,653,40,10,
87849.37776,1000,653,40,10,
87853.37665,1000,653,40,10,
87857.37751,1000,653,40,10,
87861.37851,1000,653,40,10,
87865.42613,1000,653,40,10,
87869.37778,1000,653,40,10,
87873.37868,1000,653,40,10,
87877.37782,1000,653,40,10,
87881.38276,1000,653,40,10,
87885.42333,1000,653,40,10,
87889.38382,1000,653,40,10,
87893.37727,1000,653,40,10,
87897.37875,1000,653,40,10,
87901.38226,1000,653,40,10,
87905.43182,1000,653,40,10,
87909.37575,1000,653,40,10,
87913.37657,1000,653,40,10,
87917.37655,1000,653,40,10,
87921.37583,1000,653,40,10,
87925.43334,1000,653,40,10,
87929.38605,1000,653,40,10,
87933.38331,1000,653,40,10,
87937.37604,1000,653,40,10,
87941.37767,1000,653,40,10,
87945.42649,1000,653,40,10,
87949.38007,1000,653,40,10,
87953.38291,1000,653,40,10,
87957.38033,1000,653,40,10,
87961.37691,1000,653,40,10,
87965.42723,1000,653,40,10,
87969.38524,1000,653,40,10,
87973.37579,1000,653,40,10,
87977.37708,1000,653,40,10,
87981.38392,1000,653,40,10,
87985.42465,1000,653,40,10,
87989.38409,1000,653,40,10,
87993.38328,1000,653,40,10,
87997.38160,1000,653,40,10,
88001.37643,1000,653,40,10,
88005.42720,1000,653,40,10,
88009.37681,1000,653,40,10,
88013.38378,1000,653,40,10,
88017.37696,1000,653,40,10,
88021.37741,1000,653,40,10,
88025.43112,1000,653,40,10,
88029.38014,1000,653,40,10,
88033.37723,1000,653,40,10,
88037.37573,1000,653,40,10,
88041.37580,1000,653,40,10,
88045.42858,1000,653,40,10,
88049.37686,1000,653,40,10,
88053.37786,1000,653,40,10,
88057.37968,1000,653,40,10,
88061.37581,1000,653,40,10,
88065.42298,1000,653,40,10,
88069.37783,1000,653,40,10,
88073.38068,1000,653,40,10,
88077.38119,1000,653,40,10,
88081.38503,1000,653,40,10,
88085.42621,1000,653,40,10,
88089.37794,1000,653,40,10,
88093.38046,1000,653,40,10,
88097.37604,1000,653,40,10,
88101.38254,1000,653,40,10,
88105.42351,1000,653,40,10,
88109.37752,1000,653,40,10,
88113.37825,1000,653,40,10,
88117.37708,1000,653,40,10,
88121.38249,1000,653,40,10,
88125.43084,1000,653,40,10,
88129.37918,1000,653,40,10,
88133.37545,1000,653,40,10,
88137.37573,1000,653,40,10,
88141.38148,1000,653,40,10,
88145.42376,1000,653,40,10,
88149.37650,1000,653,40,10,
88153.37698,1000,653,40,10,
88157.37880,1000,653,40,10,
88161.37640,1000,653,40,10,
88165.42440,1000,653,40,10,
88169.37850,1000,653,40,10,
88173.38187,1000,653,40,10,
88177.37686,1000,653,40,10,
88181.38012,1000,653,40,10,
88185.43299,1000,653,40,10,
88189.38470,1000,653,40,10,
88193.37996,1000,653,40,10,
88197.37685,1000,653,40,10,
88201.37974,1000,653,40,10,
88205.42506,1000,653,40,10,
88209.37992,1000,653,40,10,
88213.37527,1000,653,40,10,
88217.37607,1000,653,40,10,
88221.37836,1000,653,40,10,
88225.42358,1000,653,40,10,
88229.37868,1000,653,40,10,
88233.37678,1000,653,40,10,
88237.37585,1000,653,40,10,
88241.38415,1000,653,40,10,
88245.42575,1000,653,40,10,
88249.37973,1000,653,40,10,
88253.38186,1000,653,40,10,
88257.38427,1000,653,40,10,
88261.38319,1000,653,40,10,
88265.42441,1000,653,40,10,
88269.37803,1000,653,40,10,
88273.37625,1000,653,40,10,
88277.37976,1000,653,40,10,
88281.37592,1000,653,40,10,
88285.42767,1000,653,40,10,
88289.37620,1000,653,40,10,
88293.37864,1000,653,40,10,
88297.37599,1000,653,40,10,
88301.38039,1000,653,40,10,
88305.42294,1000,653,40,10,
88309.37628,1000,653,40,10,
88313.38148,1000,653,40,10,
88317.38486,1000,653,40,10,
88321.37570,1000,653,40,10,
88325.42374,1000,653,40,10,
88329.37580,1000,653,40,10,
88333.37610,1000,653,40,10,
88337.37578,1000,653,40,10,
88341.37640,1000,653,40,10,
88345.42731,1000,653,40,10,
88349.37824,1000,653,40,10,
88353.38409,1000,653,40,10,
88357.37680,1000,653,40,10,
88361.37673,1000,653,40,10,
88365.42599,1000,653,40,10,
88369.37757,1000,653,40,10,
88373.37574,1000,653,40,10,
88377.38551,1000,653,40,10,
88381.37718,1000,653,40,10,
88385.43196,1000,653,40,10,
88389.37859,1000,653,40,10,
88393.37945,1000,653,40,10,
88397.38084,1000,653,40,10,
88401.37680,1000,653,40,10,
88405.43462,1000,653,40,10,
88409.37564,1000,653,40,10,
88413.37851,1000,653,40,10,
88417.38320,1000,653,40,10,
88421.37591,1000,653,40,10,
88425.42299,1000,653,40,10,
88429.37556,1000,653,40,10,
88433.37677,1000,653,40,10,
88437.38205,1000,653,40,10,
88441.37900,1000,653,40,10,
88445.42262,1000,653,40,10,
88449.38447,1000,653,40,10,
88453.38012,1000,653,40,10,
88457.38066,1000,653,40,10,
88461.37991,1000,653,40,10,
88465.43112,1000,653,40,10,
88469.38647,1000,653,40,10,
88473.37606,1000,653,40,10,
88477.38519,1000,653,40,10,
88481.37660,1000,653,40,10,
88485.42363,1000,653,40,10,
88489.37564,1000,653,40,10,
88493.37603,1000,653,40,10,
88497.38016,1000,653,40,10,
88501.37596,1000,653,40,10,
88505.42299,1000,653,40,10,
88509.38316,1000,653,40,10,
88513.38493,1000,653,40,10,
88517.37599,1000,653,40,10,
88521.38230,1000,653,40,10,
88525.42270,1000,653,40,10,
88529.38216,1000,653,40,10,
88533.38267,1000,653,40,10,
88537.38313,1000,653,40,10,
88541.37570,1000,653,40,10,
88545.42309,1000,653,40,10,
88549.37763,1000,653,40,10,
88553.37827,1000,653,40,10,
88557.37584,1000,653,40,10,
88561.37587,1000,653,40,10,
88565.42239,1000,653,40,10,
88569.38485,1000,653,40,10,
88573.37925,1000,653,40,10,
88577.37758,1000,653,40,10,
88581.37847,1000,653,40,10,
88585.42696,1000,653,40,10,
88589.37676,1000,653,40,10,
88593.38189,1000,653,40,10,
88597.37559,1000,653,40,10,
88601.38252,1000,653,40,10,
88605.42682,1000,653,40,10,
88609.38487,1000,653,40,10,
88613.37577,1000,653,40,10,
88617.37806,1000,653,40,10,
88621.37652,1000,653,40,10,
88625.42495,1000,653,40,10,
88629.37952,1000,653,40,10,
88633.37562,1000,653,40,10,
88637.37927,1000,653,40,10,
88641.38457,1000,653,40,10,
88645.42312,1000,653,40,10,
88649.38563,1000,653,40,10,
88653.37816,1000,653,40,10,
88657.38033,1000,653,40,10,
88661.37806,1000,653,40,10,
88665.43173,1000,653,40,10,
88669.37843,1000,653,40,10,
88673.37743,1000,653,40,10,
88677.37699,1000,653,40,10,
88681.38599,1000,653,40,10,
88685.42259,1000,653,40,10,
88689.37627,1000,653,40,10,
88693.37822,1000,653,40,10,
88697.38054,1000,653,40,10,
88701.37668,1000,653,40,10,
88705.42397,1000,653,40,10,
88709.38155,1000,653,40,10,
88713.37956,1000,653,40,10,
88717.37985,1000,653,40,10,
88721.38190,1000,653,40,10,
88725.42482,1000,653,40,10,
88729.38189,1000,653,40,10,
88733.38044,1000,653,40,10,
88737.37705,1000,653,40,10,
88741.37826,1000,653,40,10,
88745.42904,1000,653,40,10,
88749.38539,1000,653,40,10,
88753.37608,1000,653,40,10,
88757.38089,1000,653,40,10,
88761.38230,1000,653,40,10,
88765.43031,1000,653,40,10,
88769.38109,1000,653,40,10,
88773.38470,1000,653,40,10,
88777.38023,1000,653,40,10,
88781.37990,1000,653,40,10,
88785.42272,1000,653,40,10,
88789.37769,1000,653,40,10,
88793.37551,1000,653,40,10,
88797.37497,1000,653,40,10,
88801.37653,1000,653,40,10,
88805.42509,1000,653,40,10,
88809.37628,1000,653,40,10,
