Time,eng_rpm,dsrd_rpm_baro,baro_press,coolant_temp,
91933.38048,1000,653,40,10,
91937.38176,1000,653,40,10,
91941.37684,1000,653,40,10,
91945.42837,1000,653,40,10,
91949.37627,1000,653,40,10,
91953.37965,1000,653,40,10,
91957.37653,1000,653,40,10,
91961.37968,1000,653,40,10,
91965.42484,1000,653,40,10,
91969.38258,1000,653,40,10,
91973.37561,1000,653,40,10,
91977.38567,1000,653,40,10,
91981.38521,1000,653,40,10,
91985.43198,1000,653,40,10,
91989.37955,1000,653,40,10,
91993.38711,1000,653,40,10,
91997.37912,1000,653,40,10,
92001.37926,1000,653,40,10,
92005.42430,1000,653,40,10,
92009.38470,1000,653,40,10,
92013.37914,1000,653,40,10,
92017.37930,1000,653,40,10,
92021.38664,1000,653,40,10,
92025.42802,1000,653,40,10,
92029.37576,1000,653,40,10,
92033.37934,1000,653,40,10,
92037.37678,1000,653,40,10,
92041.37774,1000,653,40,10,
92045.42792,1000,653,40,10,
92049.37852,1000,653,40,10,
92053.38075,1000,653,40,10,
92057.38437,1000,653,40,10,
92061.37782,1000,653,40,10,
92065.43119,1000,653,40,10,
92069.37899,1000,653,40,10,
92073.37788,1000,653,40,10,
92077.38351,1000,653,40,10,
92081.37545,1000,653,40,10,
92085.42533,1000,653,40,10,
92089.37666,1000,653,40,10,
92093.38477,1000,653,40,10,
92097.38447,1000,653,40,10,
92101.38541,1000,653,40,10,
92105.42301,1000,653,40,10,
92109.38516,1000,653,40,10,
92113.38069,1000,653,40,10,
92117.38040,1000,653,40,10,
92121.37572,1000,653,40,10,
92125.43129,1000,653,40,10,
92129.38426,1000,653,40,10,
92133.37975,1000,653,40,10,
92137.37585,1000,653,40,10,
92141.37601,1000,653,40,10,
92145.42184,1000,653,40,10,
92149.38500,1000,653,40,10,
92153.37968,1000,653,40,10,
92157.37715,1000,653,40,10,
92161.37951,1000,653,40,10,
92165.42612,1000,653,40,10,
92169.38601,1000,653,40,10,
92173.38209,1000,653,40,10,
92177.38191,1000,653,40,10,
92181.37568,1000,653,40,10,
92185.42766,1000,653,40,10,
92189.38394,1000,653,40,10,
92193.37715,1000,653,40,10,
92197.38547,1000,653,40,10,
92201.37907,1000,653,40,10,
92205.43303,1000,653,40,10,
92209.37602,1000,653,40,10,
92213.38036,1000,653,40,10,
92217.38029,1000,653,40,10,
92221.38137,1000,653,40,10,
92225.42489,1000,653,40,10,
92229.37538,1000,653,40,10,
92233.37783,1000,653,40,10,
92237.37832,1000,653,40,10,
92241.38439,1000,653,40,10,
92245.42434,1000,653,40,10,
92249.38480,1000,653,40,10,
92253.37859,1000,653,40,10,
92257.38270,1000,653,40,10,
92261.37644,1000,653,40,10,
92265.43238,1000,653,40,10,
92269.38257,1000,653,40,10,
92273.37642,1000,653,40,10,
92277.37773,1000,653,40,10,
92281.38299,1000,653,40,10,
92285.42385,1000,653,40,10,
92289.37662,1000,653,40,10,
92293.37816,1000,653,40,10,
92297.38297,1000,653,40,10,
92301.37664,1000,653,40,10,
92305.42258,1000,653,40,10,
92309.37602,1000,653,40,10,
92313.38027,1000,653,40,10,
92317.37997,1000,653,40,10,
92321.37590,1000,653,40,10,
92325.42688,1000,653,40,10,
92329.38097,1000,653,40,10,
92333.38354,1000,653,40,10,
92337.38556,1000,653,40,10,
92341.37906,1000,653,40,10,
92345.42419,1000,653,40,10,
92349.38140,1000,653,40,10,
92353.37829,1000,653,40,10,
92357.38125,1000,653,40,10,
92361.38093,1000,653,40,10,
92365.42527,1000,653,40,10,
92369.37837,1000,653,40,10,
92373.37940,1000,653,40,10,
92377.37585,1000,653,40,10,
92381.38507,1000,653,40,10,
92385.42767,1000,653,40,10,
92389.37660,1000,653,40,10,
92393.38108,1000,653,40,10,
92397.38044,1000,653,40,10,
92401.38205,1000,653,40,10,
92405.43018,1000,653,40,10,
92409.37887,1000,653,40,10,
92413.37806,1000,653,40,10,
92417.38377,1000,653,40,10,
92421.37562,1000,653,40,10,
92425.43064,1000,653,40,10,
92429.37628,1000,653,40,10,
92433.37938,1000,653,40,10,
92437.37963,1000,653,40,10,
92441.37822,1000,653,40,10,
92445.42863,1000,653,40,10,
92449.37535,1000,653,40,10,
92453.37924,1000,653,40,10,
92457.37841,1000,653,40,10,
92461.38227,1000,653,40,10,
92465.42817,1000,653,40,10,
92469.37765,1000,653,40,10,
92473.38258,1000,653,40,10,
92477.37706,1000,653,40,10,
92481.37791,1000,653,40,10,
92485.42278,1000,653,40,10,
92489.38659,1000,653,40,10,
92493.38443,1000,653,40,10,
92497.38340,1000,653,40,10,
92501.37871,1000,653,40,10,
92505.42275,1000,653,40,10,
92509.37810,1000,653,40,10,
92513.37551,1000,653,40,10,
92517.38352,1000,653,40,10,
92521.37839,1000,653,40,10,
92525.42639,1000,653,40,10,
92529.37562,1000,653,40,10,
92533.37873,1000,653,40,10,
92537.38016,1000,653,40,10,
92541.37667,1000,653,40,10,
92545.42877,1000,653,40,10,
92549.37988,1000,653,40,10,
92553.37521,1000,653,40,10,
92557.37751,1000,653,40,10,
92561.37599,1000,653,40,10,
92565.42126,1000,653,40,10,
92569.37885,1000,653,40,10,
92573.37627,1000,653,40,10,
92577.38006,1000,653,40,10,
92581.37613,1000,653,40,10,
92585.42234,1000,653,40,10,
92589.37582,1000,653,40,10,
92593.38363,1000,653,40,10,
92597.37600,1000,653,40,10,
92601.38522,1000,653,40,10,
92605.43050,1000,653,40,10,
92609.38027,1000,653,40,10,
92613.38469,1000,653,40,10,
92617.38554,1000,653,40,10,
92621.38150,1000,653,40,10,
92625.43035,1000,653,40,10,
92629.37711,1000,653,40,10,
92633.38434,1000,653,40,10,
92637.38058,1000,653,40,10,
92641.37633,1000,653,40,10,
92645.42397,1000,653,40,10,
92649.38473,1000,653,40,10,
92653.38420,1000,653,40,10,
92657.38040,1000,653,40,10,
92661.37611,1000,653,40,10,
92665.43091,1000,653,40,10,
92669.38169,1000,653,40,10,
92673.37646,1000,653,40,10,
92677.37598,1000,653,40,10,
92681.37957,1000,653,40,10,
92685.42305,1000,653,40,10,
92689.37913,1000,653,40,10,
92693.37562,1000,653,40,10,
92697.37657,1000,653,40,10,
92701.37939,1000,653,40,10,
92705.42298,1000,653,40,10,
92709.38063,1000,653,40,10,
92713.37945,1000,653,40,10,
92717.37564,1000,653,40,10,
92721.37595,1000,653,40,10,
92725.42701,1000,653,40,10,
92729.37661,1000,653,40,10,
92733.37588,1000,653,40,10,
92737.37551,1000,653,40,10,
92741.38084,1000,653,40,10,
92745.43170,1000,653,40,10,
92749.37832,1000,653,40,10,
92753.37680,1000,653,40,10,
92757.37739,1000,653,40,10,
92761.38413,1000,653,40,10,
92765.42697,1000,653,40,10,
92769.38251,1000,653,40,10,
92773.37942,1000,653,40,10,
92777.37641,1000,653,40,10,
92781.38083,1000,653,40,10,
92785.43263,1000,653,40,10,
92789.37817,1000,653,40,10,
92793.37652,1000,653,40,10,
92797.38471,1000,653,40,10,
92801.37652,1000,653,40,10,
92805.42674,1000,653,40,10,
92809.37782,1000,653,40,10,
92813.37955,1000,653,40,10,
92817.38414,1000,653,40,10,
92821.37637,1000,653,40,10,
92825.42922,1000,653,40,10,
92829.37825,1000,653,40,10,
92833.37911,1000,653,40,10,
92837.37865,1000,653,40,10,
92841.37616,1000,653,40,10,
92845.42890,1000,653,40,10,
92849.37786,1000,653,40,10,
92853.38028,1000,653,40,10,
92857.37883,1000,653,40,10,
92861.37669,1000,653,40,10,
92865.42400,1000,653,40,10,
92869.38259,1000,653,40,10,
92873.38394,1000,653,40,10,
92877.38021,1000,653,40,10,
92881.37761,1000,653,40,10,
92885.42574,1000,653,40,10,
92889.37586,1000,653,40,10,
92893.38405,1000,653,40,10,
92897.37988,1000,653,40,10,
92901.38315,1000,653,40,10,
92905.42378,1000,653,40,10,
92909.37700,1000,653,40,10,
92913.38247,1000,653,40,10,
92917.38010,1000,653,40,10,
92921.37604,1000,653,40,10,
92925.42432,1000,653,40,10,
92929.38129,1000,653,40,10,
92933.38373,1000,653,40,10,
92937.37824,1000,653,40,10,
92941.38342,1000,653,40,10,
92945.42373,1000,653,40,10,
92949.38446,1000,653,40,10,
92953.37936,1000,653,40,10,
92957.38009,1000,653,40,10,
92961.38291,1000,653,40,10,
92965.42635,1000,653,40,10,
92969.37913,1000,653,40,10,
92973.37718,1000,653,40,10,
92977.38578,1000,653,40,10,
92981.38517,1000,653,40,10,
92985.43066,1000,653,40,10,
92989.37713,1000,653,40,10,
92993.37562,1000,653,40,10,
92997.37645,1000,653,40,10,
93001.37838,1000,653,40,10,
93005.42478,1000,653,40,10,
93009.37714,1000,653,40,10,
93013.37543,1000,653,40,10,
93017.37934,1000,653,40,10,
93021.37565,1000,653,40,10,
93025.42222,1000,653,40,10,
93029.37661,1000,653,40,10,
93033.38623,1000,653,40,10,
93037.37993,1000,653,40,10,
93041.37880,1000,653,40,10,
93045.42796,1000,653,40,10,
93049.37932,1000,653,40,10,
93053.37537,1000,653,60,10,
93057.38198,1000,653,60,10,
93061.38467,1000,653,60,10,
93065.42700,1000,653,60,10,
93069.38134,1000,653,60,10,
93073.38208,1000,653,60,10,
93077.37566,1000,653,60,10,
93081.37783,1000,653,60,10,
93085.42427,1000,653,60,10,
93089.38528,1000,653,60,10,
93093.37676,1000,653,60,10,
93097.38485,1000,653,60,10,
93101.37885,1000,653,60,10,
93105.42375,1000,653,60,10,
93109.38341,1000,653,60,10,
93113.37860,1000,653,60,10,
93117.37607,1000,653,60,10,
93121.37694,1000,653,60,10,
93125.43184,1000,653,60,10,
93129.38160,1000,653,60,10,
93133.37952,1000,653,60,10,
93137.38284,1000,653,60,10,
93141.37617,1000,653,60,10,
93145.42446,1000,653,60,10,
93149.38078,1000,653,60,10,
93153.37683,1000,653,60,10,
93157.37654,1000,653,60,10,
93161.37844,1000,653,60,10,
93165.42620,1000,653,60,10,
93169.37942,1000,653,60,10,
93173.38345,1000,653,60,10,
93177.38091,1000,653,60,10,
93181.38784,1000,653,60,10,
93185.42763,1000,653,60,10,
93189.38057,1000,653,60,10,
93193.37853,1000,653,60,10,
93197.37577,1000,653,60,10,
93201.37987,1000,653,60,10,
93205.43170,1000,653,60,10,
93209.37616,1000,653,60,10,
93213.38148,1000,653,60,10,
93217.37708,1000,653,60,10,
93221.37818,1000,653,60,10,
93225.42707,1000,653,60,10,
93229.38410,1000,653,60,10,
93233.37571,1000,653,60,10,
93237.37964,1000,653,60,10,
93241.37778,1000,653,60,10,
93245.43489,1000,653,60,10,
93249.37574,1000,653,60,10,
93253.37797,1000,653,60,10,
93257.37798,1000,653,60,10,
93261.38666,1000,653,60,10,
93265.42393,1000,653,60,10,
93269.37919,1000,653,60,10,
93273.37872,1000,653,60,10,
93277.37560,1000,653,60,10,
93281.38501,1000,653,60,10,
93285.42495,1000,653,60,10,
93289.37596,1000,653,60,10,
93293.38020,1000,653,60,10,
93297.38188,1000,653,60,10,
93301.37777,1000,653,60,10,
93305.42606,1000,653,60,10,
93309.38608,1000,653,60,10,
93313.37712,1000,653,60,10,
93317.38222,1000,653,60,10,
93321.37662,1000,653,60,10,
93325.43411,1000,653,60,10,
93329.37617,1000,653,60,10,
93333.37590,1000,653,60,10,
93337.37624,1000,653,60,10,
93341.37658,1000,653,60,10,
93345.43121,1000,653,60,10,
93349.37980,1000,653,60,10,
93353.37646,1000,653,60,10,
93357.38223,1000,653,60,10,
93361.37932,1000,653,60,10,
93365.43062,1000,653,60,10,
93369.37626,1000,653,60,10,
93373.38031,1000,653,60,10,
93377.37715,1000,653,60,10,
93381.37578,1000,653,60,10,
93385.42572,1000,653,60,10,
93389.37579,1000,653,60,10,
93393.38447,1000,653,60,10,
93397.37585,1000,653,60,10,
93401.37557,1000,653,60,10,
93405.42312,1000,653,60,10,
93409.37807,1000,653,60,10,
93413.38066,1000,653,60,10,
93417.37734,1000,653,60,10,
93421.37578,1000,653,60,10,
93425.42505,1000,653,60,10,
93429.37879,1000,653,60,10,
93433.37752,1000,653,60,10,
93437.37566,1000,653,60,10,
93441.37558,1000,653,60,10,
93445.42408,1000,653,60,10,
93449.37603,1000,653,60,10,
93453.37562,1000,653,60,10,
93457.38141,1000,653,60,10,
93461.37616,1000,653,60,10,
93465.42365,1000,653,60,10,
93469.37717,1000,653,60,10,
93473.37583,1000,653,60,10,
93477.37632,1000,653,60,10,
93481.38329,1000,653,60,10,
93485.42266,1000,653,60,10,
93489.38351,1000,653,60,10,
93493.38593,1000,653,60,10,
93497.37636,1000,653,60,10,
93501.37669,1000,653,60,10,
93505.42568,1000,653,60,10,
93509.37616,1000,653,60,10,
93513.37898,1000,653,60,10,
93517.37744,1000,653,60,10,
93521.37734,1000,653,60,10,
93525.42417,1000,653,60,10,
93529.37909,1000,653,60,10,
93533.37730,1000,653,60,10,
93537.37889,1000,653,60,10,
93541.37767,1000,653,60,10,
93545.42292,1000,653,60,10,
93549.38363,1000,653,60,10,
93553.38064,1000,653,60,10,
93557.37602,1000,653,60,10,
93561.37972,1000,653,60,10,
93565.42264,1000,653,60,10,
93569.37631,1000,653,60,10,
93573.38475,1000,653,60,10,
93577.37569,1000,653,60,10,
93581.37799,1000,653,60,10,
93585.42483,1000,653,60,10,
93589.38423,1000,653,60,10,
93593.37742,1000,653,60,10,
93597.37984,1000,653,60,10,
93601.37691,1000,653,60,10,
93605.43238,1000,653,60,10,
93609.37539,1000,653,60,10,
93613.38047,1000,653,60,10,
93617.37971,1000,653,60,10,
93621.37652,1000,653,60,10,
93625.42623,1000,653,60,10,
93629.37774,1000,653,60,10,
93633.38058,1000,653,60,10,
93637.37798,1000,653,60,10,
93641.38619,1000,653,60,10,
93645.42404,1000,653,60,10,
93649.37635,1000,653,60,10,
93653.37945,1000,653,60,10,
93657.37840,1000,653,60,10,
93661.37547,1000,653,60,10,
93665.43155,1000,653,60,10,
93669.37803,1000,653,60,10,
93673.37719,1000,653,60,10,
93677.38405,1000,653,60,10,
93681.37708,1000,653,60,10,
93685.42751,1000,653,60,10,
93689.38468,1000,653,60,10,
93693.37535,1000,653,60,10,
93697.37956,1000,653,60,10,
93701.38549,1000,653,60,10,
93705.42704,1000,653,60,10,
93709.38005,1000,653,60,10,
93713.37582,1000,653,60,10,
93717.37548,1000,653,60,10,
93721.38005,1000,653,60,10,
93725.42424,1000,653,60,10,
93729.37781,1000,653,60,10,
93733.37612,1000,653,60,10,
93737.37684,1000,653,60,10,
93741.37540,1000,653,60,10,
93745.42545,1000,653,60,10,
93749.37850,1000,653,60,10,
93753.37636,1000,653,60,10,
93757.38062,1000,653,60,10,
93761.38256,1000,653,60,10,
93765.42336,1000,653,60,10,
93769.38027,1000,653,60,10,
93773.38537,1000,653,60,10,
93777.37610,1000,653,60,10,
93781.38546,1000,653,60,10,
93785.42527,1000,653,60,10,
93789.38130,1000,653,60,10,
93793.38416,1000,653,60,10,
93797.37985,1000,653,60,10,
93801.38005,1000,653,60,10,
93805.42948,1000,653,60,10,
93809.37699,1000,653,60,10,
93813.38223,1000,653,60,10,
93817.38506,1000,653,60,10,
93821.38414,1000,653,60,10,
93825.42264,1000,653,60,10,
93829.38060,1000,653,60,10,
93833.37776,1000,653,60,10,
93837.38442,1000,653,60,10,
93841.37623,1000,653,60,10,
93845.43025,1000,653,60,10,
93849.38598,1000,653,60,10,
93853.37741,1000,653,60,10,
93857.37925,1000,653,60,10,
93861.37863,1000,653,60,10,
93865.42526,1000,653,60,10,
93869.37760,1000,653,60,10,
93873.38163,1000,653,60,10,
93877.38146,1000,653,60,10,
93881.37761,1000,653,60,10,
93885.42538,1000,653,60,10,
93889.38448,1000,653,60,10,
93893.38743,1000,653,60,10,
93897.37606,1000,653,60,10,
93901.38619,1000,653,60,10,
93905.42746,1000,653,60,10,
93909.37538,1000,653,60,10,
93913.37561,1000,653,60,10,
93917.38270,1000,653,60,10,
93921.38182,1000,653,60,10,
93925.42313,1000,653,60,10,
93929.37618,1000,653,60,10,
93933.37809,1000,653,60,10,
93937.37820,1000,653,60,10,
93941.37656,1000,653,60,10,
93945.42483,1000,653,60,10,
93949.38730,1000,653,60,10,
93953.37895,1000,653,60,10,
93957.37966,1000,653,60,10,
93961.37926,1000,653,60,10,
93965.42339,1000,653,60,10,
93969.38379,1000,653,60,10,
93973.38036,1000,653,60,10,
93977.38015,1000,653,60,10,
93981.38705,1000,653,60,10,
93985.42364,1000,653,60,10,
93989.37852,1000,653,60,10,
93993.38090,1000,653,60,10,
93997.37864,1000,653,60,10,
94001.37656,1000,653,60,10,
94005.43318,1000,653,60,10,
94009.38138,1000,653,60,10,
94013.37839,1000,653,60,10,
94017.38625,1000,653,60,10,
94021.37735,1000,653,60,10,
94025.42851,1000,653,60,10,
94029.37746,1000,653,60,10,
94033.38136,1000,653,60,10,
94037.38296,1000,653,60,10,
94041.37662,1000,653,60,10,
94045.42224,1000,653,60,10,
94049.37644,1000,653,60,10,
94053.37577,1000,653,60,10,
94057.37822,1000,653,60,10,
94061.37767,1000,653,60,10,
94065.42804,1000,653,60,10,
94069.38743,1000,653,60,10,
94073.38207,1000,653,60,10,
94077.37564,1000,653,60,10,
94081.37646,1000,653,60,10,
94085.42353,1000,653,60,10,
94089.37655,1000,653,60,10,
94093.37557,1000,653,60,10,
94097.37926,1000,653,60,10,
94101.37560,1000,653,60,10,
94105.42792,1000,653,60,10,
94109.37618,1000,653,60,10,
94113.38165,1000,653,60,10,
94117.37939,1000,653,60,10,
94121.38641,1000,653,60,10,
94125.42442,1000,653,60,10,
94129.37925,1000,653,60,10,
94133.37754,1000,653,60,10,
94137.37982,1000,653,60,10,
94141.37731,1000,653,60,10,
94145.42720,1000,653,60,10,
94149.37626,1000,653,60,10,
94153.37584,1000,653,60,10,
94157.38519,1000,653,60,10,
94161.37632,1000,653,60,10,
94165.42639,1000,653,60,10,
94169.37571,1000,653,60,10,
94173.38155,1000,653,60,10,
94177.38177,1000,653,60,10,
94181.37621,1000,653,60,10,
94185.42582,1000,653,60,10,
94189.37623,1000,653,60,10,
94193.38081,1000,653,60,10,
94197.37576,1000,653,60,10,
94201.38465,1000,653,60,10,
94205.43462,1000,653,60,10,
94209.38159,1000,653,60,10,
94213.37815,1000,653,60,10,
94217.37819,1000,653,60,10,
94221.38591,1000,653,60,10,
94225.42837,1000,653,60,10,
94229.38116,1000,653,60,10,
94233.37873,1000,653,60,10,
94237.37895,1000,653,60,10,
94241.37597,1000,653,60,10,
94245.42288,1000,653,60,10,
94249.38151,1000,653,60,10,
94253.37720,1000,653,60,10,
94257.38527,1000,653,60,10,
94261.38629,1000,653,60,10,
94265.42775,1000,653,60,10,
94269.37696,1000,653,60,10,
94273.37655,1000,653,60,10,
94277.37585,1000,653,60,10,
94281.37554,1000,653,60,10,
94285.42261,1000,653,60,10,
94289.37748,1000,653,60,10,
94293.37605,1000,653,60,10,
94297.37951,1000,653,60,10,
94301.38473,1000,653,60,10,
94305.42273,1000,653,60,10,
94309.37571,1000,653,60,10,
94313.38365,1000,653,60,10,
94317.37941,1000,653,60,10,
94321.37859,1000,653,60,10,
94325.42657,1000,653,60,10,
94329.38201,1000,653,60,10,
94333.37602,1000,653,60,10,
94337.37871,1000,653,60,10,
94341.37700,1000,653,60,10,
94345.42484,1000,653,60,10,
94349.37541,1000,653,60,10,
94353.37555,1000,653,60,10,
94357.37884,1000,653,60,10,
94361.37596,1000,653,60,10,
94365.42691,1000,653,60,10,
94369.38418,1000,653,60,10,
94373.38470,1000,653,60,10,
94377.37661,1000,653,60,10,
94381.37565,1000,653,60,10,
94385.42442,1000,653,60,10,
94389.37761,1000,653,60,10,
94393.38367,1000,653,60,10,
94397.38098,1000,653,60,10,
94401.38524,1000,653,60,10,
94405.43359,1000,653,60,10,
94409.37601,1000,653,60,10,
94413.37790,1000,653,60,10,
94417.37575,1000,653,60,10,
94421.37691,1000,653,60,10,
94425.42944,1000,653,60,10,
94429.37711,1000,653,60,10,
94433.37908,1000,653,60,10,
94437.37750,1000,653,60,10,
94441.37724,1000,653,60,10,
94445.42686,1000,653,60,10,
94449.38666,1000,653,60,10,
94453.37655,1000,653,60,10,
94457.37735,1000,653,60,10,
94461.37601,1000,653,60,10,
94465.42632,1000,653,60,10,
94469.38469,1000,653,60,10,
94473.38283,1000,653,60,10,
94477.37686,1000,653,60,10,
94481.38198,1000,653,60,10,
94485.43063,1000,653,60,10,
94489.38278,1000,653,60,10,
94493.37688,1000,653,60,10,
94497.38107,1000,653,60,10,
94501.38490,1000,653,60,10,
94505.42400,1000,653,60,10,
94509.37618,1000,653,60,10,
94513.38464,1000,653,60,10,
94517.37717,1000,653,60,10,
94521.38089,1000,653,60,10,
94525.42953,1000,653,60,10,
94529.38435,1000,653,60,10,
94533.37935,1000,653,60,10,
94537.37612,1000,653,60,10,
94541.38311,1000,653,60,10,
94545.42561,1000,653,60,10,
94549.37846,1000,653,60,10,
94553.37518,1000,653,60,10,
94557.38182,1000,653,60,10,
94561.37968,1000,653,60,10,
94565.42278,1000,653,60,10,
94569.37685,1000,653,60,10,
94573.37557,1000,653,60,10,
94577.38002,1000,653,60,10,
94581.37729,1000,653,60,10,
94585.42850,1000,653,60,10,
94589.37553,1000,653,60,10,
94593.38237,1000,653,60,10,
94597.37629,1000,653,60,10,
94601.37892,1000,653,60,10,
94605.42322,1000,653,60,10,
94609.38678,1000,653,60,10,
94613.37652,1000,653,60,10,
94617.38273,1000,653,60,10,
94621.38205,1000,653,60,10,
94625.42743,1000,653,60,10,
94629.37948,1000,653,60,10,
94633.38479,1000,653,60,10,
94637.37620,1000,653,60,10,
94641.37774,1000,653,60,10,
94645.42847,1000,653,60,10,
94649.38295,1000,653,60,10,
94653.38324,1000,653,60,10,
94657.37560,1000,653,60,10,
94661.37902,1000,653,60,10,
94665.43177,1000,653,60,10,
94669.38448,1000,653,60,10,
94673.37579,1000,653,60,10,
94677.37621,1000,653,60,10,
94681.38540,1000,653,60,10,
94685.42395,1000,653,60,10,
94689.37591,1000,653,60,10,
94693.37703,1000,653,60,10,
94697.37651,1000,653,60,10,
94701.37774,1000,653,60,10,
94705.42349,1000,653,60,10,
94709.37597,1000,653,60,10,
94713.37585,1000,653,60,10,
94717.38310,1000,653,60,10,
94721.37584,1000,653,60,10,
94725.42362,1000,653,60,10,
94729.38271,1000,653,60,10,
94733.37643,1000,653,60,10,
94737.38189,1000,653,60,10,
94741.37574,1000,653,60,10,
94745.42488,1000,653,60,10,
94749.37960,1000,653,60,10,
94753.37807,1000,653,60,10,
94757.37790,1000,653,60,10,
94761.38161,1000,653,60,10,
94765.42257,1000,653,60,10,
94769.38312,1000,653,60,10,
94773.37536,1000,653,60,10,
94777.37969,1000,653,60,10,
94781.38487,1000,653,60,10,
94785.42702,1000,653,60,10,
94789.38553,1000,653,60,10,
94793.37555,1000,653,60,10,
94797.37827,1000,653,60,10,
94801.37670,1000,653,60,10,
94805.42742,1000,653,60,10,
94809.38450,1000,653,60,10,
94813.37611,1000,653,60,10,
94817.37665,1000,653,60,10,
94821.37809,1000,653,60,10,
94825.42859,1000,653,60,10,
94829.37582,1000,653,60,10,
94833.37616,1000,653,60,10,
94837.38506,1000,653,60,10,
94841.38110,1000,653,60,10,
94845.42357,1000,653,60,10,
94849.37710,1000,653,60,10,
94853.37548,1000,653,60,10,
94857.37560,1000,653,60,10,
94861.38263,1000,653,60,10,
94865.42631,1000,653,60,10,
94869.38288,1000,653,60,10,
94873.37666,1000,653,60,10,
94877.37680,1000,653,60,10,
94881.38193,1000,653,60,10,
94885.42510,1000,653,60,10,
94889.37628,1000,653,60,10,
94893.37916,1000,653,60,10,
94897.37965,1000,653,60,10,
94901.37792,1000,653,60,10,
94905.42811,1000,653,60,10,
94909.37567,1000,653,60,10,
94913.38592,1000,653,60,10,
94917.38380,1000,653,60,10,
94921.37635,1000,653,60,10,
94925.43398,1000,653,60,10,
94929.38303,1000,653,60,10,
94933.37671,1000,653,60,10,
94937.37627,1000,653,60,10,
94941.37726,1000,653,60,10,
94945.42328,1000,653,60,10,
94949.38068,1000,653,60,10,
94953.37664,1000,653,60,10,
94957.37804,1000,653,60,10,
94961.38333,1000,653,60,10,
94965.42466,1000,653,60,10,
94969.37916,1000,653,60,10,
94973.37845,1000,653,60,10,
94977.38141,1000,653,60,10,
94981.37586,1000,653,60,10,
94985.42369,1000,653,60,10,
94989.38335,1000,653,60,10,
94993.37681,1000,653,60,10,
94997.37628,1000,653,60,10,
95001.38255,1000,653,60,10,
95005.42909,1000,653,60,10,
95009.38207,1000,653,60,10,
95013.37678,1000,653,60,10,
95017.37729,1000,653,60,10,
95021.38214,1000,653,60,10,
95025.43054,1000,653,60,10,
95029.38802,1000,653,60,10,
95033.38583,1000,653,60,10,
95037.37891,1000,653,60,10,
95041.38375,1000,653,60,10,
95045.42552,1000,653,60,10,
95049.37712,1000,653,60,10,
95053.37752,1000,653,60,10,
95057.37684,1000,653,60,10,
95061.38132,1000,653,60,10,
95065.42294,1000,653,60,10,
95069.38380,1000,653,60,10,
95073.38266,1000,653,60,10,
95077.37733,1000,653,60,10,
95081.37747,1000,653,60,10,
95085.43180,1000,653,60,10,
95089.38094,1000,653,60,10,
95093.37620,1000,653,60,10,
95097.38143,1000,653,60,10,
95101.37555,1000,653,60,10,
95105.43125,1000,653,60,10,
95109.38153,1000,653,60,10,
95113.37816,1000,653,60,10,
95117.37637,1000,653,60,10,
95121.37855,1000,653,60,10,
95125.42775,1000,653,60,10,
95129.38476,1000,653,60,10,
95133.37703,1000,653,60,10,
95137.38249,1000,653,60,10,
95141.37653,1000,653,60,10,
95145.42800,1000,653,60,10,
95149.37628,1000,653,60,10,
95153.37897,1000,653,60,10,
95157.38253,1000,653,60,10,
95161.38125,1000,653,60,10,
95165.42656,1000,653,60,10,
95169.37624,1000,653,60,10,
95173.37595,1000,653,60,10,
95177.37607,1000,653,60,10,
95181.37643,1000,653,60,10,
95185.42264,1000,653,60,10,
95189.38122,1000,653,60,10,
95193.37618,1000,653,60,10,
95197.38091,1000,653,60,10,
95201.38604,1000,653,60,10,
95205.42310,1000,653,60,10,
95209.37973,1000,653,60,10,
95213.37629,1000,653,60,10,
95217.38003,1000,653,60,10,
95221.37865,1000,653,60,10,
95225.42849,1000,653,60,10,
95229.37622,1000,653,60,10,
95233.37601,1000,653,60,10,
95237.37591,1000,653,60,10,
95241.37585,1000,653,60,10,
95245.42840,1000,653,60,10,
95249.37627,1000,653,60,10,
95253.37906,1000,653,60,10,
95257.38318,1000,653,60,10,
95261.37888,1000,653,60,10,
95265.42973,1000,653,60,10,
95269.38086,1000,653,60,10,
95273.37616,1000,653,60,10,
95277.37733,1000,653,60,10,
95281.37747,1000,653,60,10,
95285.42670,1000,653,60,10,
95289.37832,1000,653,60,10,
95293.38128,1000,653,60,10,
95297.38581,1000,653,60,10,
95301.37873,1000,653,60,10,
95305.43171,1000,653,60,10,
95309.37983,1000,653,60,10,
95313.37991,1000,653,60,10,
95317.37548,1000,653,60,10,
95321.38038,1000,653,60,10,
95325.42789,1000,653,60,10,
95329.38321,1000,653,60,10,
95333.37627,1000,653,60,10,
95337.38216,1000,653,60,10,
95341.37934,1000,653,60,10,
95345.42211,1000,653,60,10,
95349.37797,1000,653,60,10,
95353.37578,1000,653,60,10,
95357.37606,1000,653,60,10,
95361.38265,1000,653,60,10,
95365.42485,1000,653,60,10,
95369.37901,1000,653,60,10,
95373.38564,1000,653,60,10,
95377.38428,1000,653,60,10,
95381.37613,1000,653,60,10,
95385.42383,1000,653,60,10,
95389.37631,1000,653,60,10,
95393.38391,1000,653,60,10,
95397.37619,1000,653,60,10,
95401.38229,1000,653,60,10,
95405.43183,1000,653,60,10,
95409.37574,1000,653,60,10,
95413.37608,1000,653,60,10,
95417.38472,1000,653,60,10,
